OrderDetailKey|OrderDetailId|OrderId|ProductId|OrderDetailUnitPrice|Quantity|Discount|OrderKey|CustomerId|EmployeeId|OrderDate|RequiredDate|ShippedDate|ShipVia|Freight|ShipName|ShipAddress|ShipCity|ShipRegion|ShipPostalCode|ShipCountry|ProductKey|ProductName|SupplierId|CategoryId|QuantityPerUnit|ProductUnitPrice|UnitsInStock|UnitsOnOrder|ReorderLevel|Discontinued|CustomerKey|OrderDetailCompanyName|OrderDetailContactName|OrderDetailContactTitle|OrderDetailAddress|OrderDetailCity|OrderDetailRegion|OrderDetailPostalCode|OrderDetailCountry|OrderDetailPhone|OrderDetailFax|EmployeeKey|LastName|FirstName|Title|TitleOfCourtesy|BirthDate|HireDate|EmployeeAddress|EmployeeCity|EmployeeRegion|EmployeePostalCode|EmployeeCountry|HomePhone|Extension|Photo|Notes|ReportsTo|PhotoPath|SupplierKey|SupplierCompanyName|SupplierContactName|SupplierContactTitle|Address|City|Region|PostalCode|Country|SupplierPhone|SupplierFax|HomePage|CategoryKey|CategoryName|Description|OrderDateKey|OrderDateId|OrderDayNameNum|OrderDayNameFull|OrderDayNameAbbrev|OrderMonthNum|OrderMonthFull|OrderMonthAbbrev|OrderDay|OrderYear|OrderWeek|OrderQuarter|OrderHalf|RequiredDateKey|RequiredDateId|RequiredDayNameNum|RequiredDayNameFull|RequiredDayNameAbbrev|RequiredMonthNum|RequiredMonthFull|RequiredMonthAbbrev|RequiredDay|RequiredYear|RequiredWeek|RequiredQuarter|RequiredHalf|ShippedDateKey|ShippedDateId|ShippedDayNameNum|ShippedDayNameFull|ShippedDayNameAbbrev|ShippedMonthNum|ShippedMonthFull|ShippedMonthAbbrev|ShippedDay|ShippedYear|ShippedWeek|ShippedQuarter|ShippedHalf|BirthDateKey|BirthDateId|BirthDayNameNum|BirthDayNameFull|BirthDayNameAbbrev|BirthMonthNum|BirthMonthFull|BirthMonthAbbrev|BirthDay|BirthYear|BirthWeek|BirthQuarter|BirthHalf|HireDateKey|HireDateId|HireDayNameNum|HireDayNameFull|HireDayNameAbbrev|HireMonthNum|HireMonthFull|HireMonthAbbrev|HireDay|HireYear|HireWeek|HireQuarter|HireHalf|ShipperKey|CompanyName|Phone
150|10304/49|10304|49|16.0|30|0.0|56|TORTU|1|2012-09-12|2012-10-10|2012-09-17|2|63.79|Tortuga Restaurante|Avda. Azteca 123|México D.F.|Central America|05033|Mexico|48|Maxilaku|23|3|24 - 50 g pkgs.|20.0|10|60|15|0|79.0|Tortuga Restaurante|Miguel Angel Paolino|Owner|Avda. Azteca 123|México D.F.|Central America|05033|Mexico|(5) 555-2933|Unknown Value|0|Davolio|Nancy|Sales Representative|Ms.|1980-12-08|2024-05-01|507 - 20th Ave. E. Apt. 2A|Seattle|North America|98122|USA|(206) 555-9857|5467|Unknown Value|Education includes a BA in psychology from Colorado State University in 1970.  She also completed 'The Art of the Cold Call.'  Nancy is a member of Toastmasters International.|2.0|http://accweb/emmployees/davolio.bmp|22|Karkki Oy|Anne Heikkonen|Product Manager|Valtakatu 12|Lappeenranta|Scandinavia|53120|Finland|(953) 10956|Unknown Value|Unknown Value|2|Confections|Desserts, candies, and sweet breads|41162|41162|3|Wednesday|Wed|9|September|Sep|12|2012|37|3|2|41190|41190|3|Wednesday|Wed|10|October|Oct|10|2012|41|4|2|41167.0|41167.0|1|Monday|Mon|9.0|September|Sep|17.0|2012.0|38.0|3.0|2.0|29561|29561|1|Monday|Mon|12|December|Dec|8|1980|50|4|2|45411|45411|3|Wednesday|Wed|5|May|May|1|2024|18|2|1|1|United Package|(503) 555-3199
151|10304/59|10304|59|44.0|10|0.0|56|TORTU|1|2012-09-12|2012-10-10|2012-09-17|2|63.79|Tortuga Restaurante|Avda. Azteca 123|México D.F.|Central America|05033|Mexico|58|Raclette Courdavault|28|4|5 kg pkg.|55.0|79|0|0|0|79.0|Tortuga Restaurante|Miguel Angel Paolino|Owner|Avda. Azteca 123|México D.F.|Central America|05033|Mexico|(5) 555-2933|Unknown Value|0|Davolio|Nancy|Sales Representative|Ms.|1980-12-08|2024-05-01|507 - 20th Ave. E. Apt. 2A|Seattle|North America|98122|USA|(206) 555-9857|5467|Unknown Value|Education includes a BA in psychology from Colorado State University in 1970.  She also completed 'The Art of the Cold Call.'  Nancy is a member of Toastmasters International.|2.0|http://accweb/emmployees/davolio.bmp|27|Gai pâturage|Eliane Noz|Sales Representative|Bat. B 3, rue des Alpes|Annecy|Western Europe|74000|France|38.76.98.06|38.76.98.58|Unknown Value|3|Dairy Products|Cheeses|41162|41162|3|Wednesday|Wed|9|September|Sep|12|2012|37|3|2|41190|41190|3|Wednesday|Wed|10|October|Oct|10|2012|41|4|2|41167.0|41167.0|1|Monday|Mon|9.0|September|Sep|17.0|2012.0|38.0|3.0|2.0|29561|29561|1|Monday|Mon|12|December|Dec|8|1980|50|4|2|45411|45411|3|Wednesday|Wed|5|May|May|1|2024|18|2|1|1|United Package|(503) 555-3199
152|10304/71|10304|71|17.2|2|0.0|56|TORTU|1|2012-09-12|2012-10-10|2012-09-17|2|63.79|Tortuga Restaurante|Avda. Azteca 123|México D.F.|Central America|05033|Mexico|70|Flotemysost|15|4|10 - 500 g pkgs.|21.5|26|0|0|0|79.0|Tortuga Restaurante|Miguel Angel Paolino|Owner|Avda. Azteca 123|México D.F.|Central America|05033|Mexico|(5) 555-2933|Unknown Value|0|Davolio|Nancy|Sales Representative|Ms.|1980-12-08|2024-05-01|507 - 20th Ave. E. Apt. 2A|Seattle|North America|98122|USA|(206) 555-9857|5467|Unknown Value|Education includes a BA in psychology from Colorado State University in 1970.  She also completed 'The Art of the Cold Call.'  Nancy is a member of Toastmasters International.|2.0|http://accweb/emmployees/davolio.bmp|14|Norske Meierier|Beate Vileid|Marketing Manager|Hatlevegen 5|Sandvika|Scandinavia|1320|Norway|(0)2-953010|Unknown Value|Unknown Value|3|Dairy Products|Cheeses|41162|41162|3|Wednesday|Wed|9|September|Sep|12|2012|37|3|2|41190|41190|3|Wednesday|Wed|10|October|Oct|10|2012|41|4|2|41167.0|41167.0|1|Monday|Mon|9.0|September|Sep|17.0|2012.0|38.0|3.0|2.0|29561|29561|1|Monday|Mon|12|December|Dec|8|1980|50|4|2|45411|45411|3|Wednesday|Wed|5|May|May|1|2024|18|2|1|1|United Package|(503) 555-3199
153|10305/18|10305|18|50.0|25|0.1|57|OLDWO|8|2012-09-13|2012-10-11|2012-10-09|3|257.62|Old World Delicatessen|2743 Bering St.|Anchorage|North America|99508|USA|17|Carnarvon Tigers|7|8|16 kg pkg.|62.5|42|0|0|0|54.0|Old World Delicatessen|Rene Phillips|Sales Representative|2743 Bering St.|Anchorage|North America|99508|USA|(907) 555-7584|(907) 555-2880|7|Callahan|Laura|Inside Sales Coordinator|Ms.|1990-01-09|2026-03-05|4726 - 11th Ave. N.E.|Seattle|North America|98105|USA|(206) 555-1189|2344|Unknown Value|Laura received a BA in psychology from the University of Washington.  She has also completed a course in business French.  She reads and writes French.|2.0|http://accweb/emmployees/davolio.bmp|6|Pavlova, Ltd.|Ian Devling|Marketing Manager|74 Rose St. Moonie Ponds|Melbourne|Victoria|3058|Australia|(03) 444-2343|(03) 444-6588|Unknown Value|7|Seafood|Seaweed and fish|41163|41163|4|Thursday|Thu|9|September|Sep|13|2012|37|3|2|41191|41191|4|Thursday|Thu|10|October|Oct|11|2012|41|4|2|41189.0|41189.0|2|Tuesday|Tue|10.0|October|Oct|9.0|2012.0|41.0|4.0|2.0|32880|32880|2|Tuesday|Tue|1|January|Jan|9|1990|2|1|1|46084|46084|4|Thursday|Thu|3|March|Mar|5|2026|10|1|1|2|Federal Shipping|(503) 555-9931
154|10305/29|10305|29|99.0|25|0.1|57|OLDWO|8|2012-09-13|2012-10-11|2012-10-09|3|257.62|Old World Delicatessen|2743 Bering St.|Anchorage|North America|99508|USA|28|Thüringer Rostbratwurst|12|6|50 bags x 30 sausgs.|123.79|0|0|0|1|54.0|Old World Delicatessen|Rene Phillips|Sales Representative|2743 Bering St.|Anchorage|North America|99508|USA|(907) 555-7584|(907) 555-2880|7|Callahan|Laura|Inside Sales Coordinator|Ms.|1990-01-09|2026-03-05|4726 - 11th Ave. N.E.|Seattle|North America|98105|USA|(206) 555-1189|2344|Unknown Value|Laura received a BA in psychology from the University of Washington.  She has also completed a course in business French.  She reads and writes French.|2.0|http://accweb/emmployees/davolio.bmp|11|Plutzer Lebensmittelgroßmärkte AG|Martin Bein|International Marketing Mgr.|Bogenallee 51|Frankfurt|Western Europe|60439|Germany|(069) 992755|Unknown Value|Plutzer (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/plutzer.htm#|5|Meat/Poultry|Prepared meats|41163|41163|4|Thursday|Thu|9|September|Sep|13|2012|37|3|2|41191|41191|4|Thursday|Thu|10|October|Oct|11|2012|41|4|2|41189.0|41189.0|2|Tuesday|Tue|10.0|October|Oct|9.0|2012.0|41.0|4.0|2.0|32880|32880|2|Tuesday|Tue|1|January|Jan|9|1990|2|1|1|46084|46084|4|Thursday|Thu|3|March|Mar|5|2026|10|1|1|2|Federal Shipping|(503) 555-9931
155|10305/39|10305|39|14.4|30|0.1|57|OLDWO|8|2012-09-13|2012-10-11|2012-10-09|3|257.62|Old World Delicatessen|2743 Bering St.|Anchorage|North America|99508|USA|38|Chartreuse verte|18|1|750 cc per bottle|18.0|69|0|5|0|54.0|Old World Delicatessen|Rene Phillips|Sales Representative|2743 Bering St.|Anchorage|North America|99508|USA|(907) 555-7584|(907) 555-2880|7|Callahan|Laura|Inside Sales Coordinator|Ms.|1990-01-09|2026-03-05|4726 - 11th Ave. N.E.|Seattle|North America|98105|USA|(206) 555-1189|2344|Unknown Value|Laura received a BA in psychology from the University of Washington.  She has also completed a course in business French.  She reads and writes French.|2.0|http://accweb/emmployees/davolio.bmp|17|Aux joyeux ecclésiastiques|Guylène Nodier|Sales Manager|203, Rue des Francs-Bourgeois|Paris|Western Europe|75004|France|(1) 03.83.00.68|(1) 03.83.00.62|Unknown Value|0|Beverages|Soft drinks, coffees, teas, beers, and ales|41163|41163|4|Thursday|Thu|9|September|Sep|13|2012|37|3|2|41191|41191|4|Thursday|Thu|10|October|Oct|11|2012|41|4|2|41189.0|41189.0|2|Tuesday|Tue|10.0|October|Oct|9.0|2012.0|41.0|4.0|2.0|32880|32880|2|Tuesday|Tue|1|January|Jan|9|1990|2|1|1|46084|46084|4|Thursday|Thu|3|March|Mar|5|2026|10|1|1|2|Federal Shipping|(503) 555-9931
156|10306/30|10306|30|20.7|10|0.0|58|ROMEY|1|2012-09-16|2012-10-14|2012-09-23|3|7.56|Romero y tomillo|Gran Vía, 1|Madrid|Southern Europe|28001|Spain|29|Nord-Ost Matjeshering|13|8|10 - 200 g glasses|25.89|10|0|15|0|68.0|Romero y tomillo|Alejandra Camino|Accounting Manager|Gran Vía, 1|Madrid|Southern Europe|28001|Spain|(91) 745 6200|(91) 745 6210|0|Davolio|Nancy|Sales Representative|Ms.|1980-12-08|2024-05-01|507 - 20th Ave. E. Apt. 2A|Seattle|North America|98122|USA|(206) 555-9857|5467|Unknown Value|Education includes a BA in psychology from Colorado State University in 1970.  She also completed 'The Art of the Cold Call.'  Nancy is a member of Toastmasters International.|2.0|http://accweb/emmployees/davolio.bmp|12|Nord-Ost-Fisch Handelsgesellschaft mbH|Sven Petersen|Coordinator Foreign Markets|Frahmredder 112a|Cuxhaven|Western Europe|27478|Germany|(04721) 8713|(04721) 8714|Unknown Value|7|Seafood|Seaweed and fish|41166|41166|0|Sunday|Sun|9|September|Sep|16|2012|37|3|2|41194|41194|0|Sunday|Sun|10|October|Oct|14|2012|41|4|2|41173.0|41173.0|0|Sunday|Sun|9.0|September|Sep|23.0|2012.0|38.0|3.0|2.0|29561|29561|1|Monday|Mon|12|December|Dec|8|1980|50|4|2|45411|45411|3|Wednesday|Wed|5|May|May|1|2024|18|2|1|2|Federal Shipping|(503) 555-9931
157|10306/53|10306|53|26.2|10|0.0|58|ROMEY|1|2012-09-16|2012-10-14|2012-09-23|3|7.56|Romero y tomillo|Gran Vía, 1|Madrid|Southern Europe|28001|Spain|52|Perth Pasties|24|6|48 pieces|32.8|0|0|0|1|68.0|Romero y tomillo|Alejandra Camino|Accounting Manager|Gran Vía, 1|Madrid|Southern Europe|28001|Spain|(91) 745 6200|(91) 745 6210|0|Davolio|Nancy|Sales Representative|Ms.|1980-12-08|2024-05-01|507 - 20th Ave. E. Apt. 2A|Seattle|North America|98122|USA|(206) 555-9857|5467|Unknown Value|Education includes a BA in psychology from Colorado State University in 1970.  She also completed 'The Art of the Cold Call.'  Nancy is a member of Toastmasters International.|2.0|http://accweb/emmployees/davolio.bmp|23|G'day, Mate|Wendy Mackenzie|Sales Representative|170 Prince Edward Parade Hunter's Hill|Sydney|NSW|2042|Australia|(02) 555-5914|(02) 555-4873|G'day Mate (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/gdaymate.htm#|5|Meat/Poultry|Prepared meats|41166|41166|0|Sunday|Sun|9|September|Sep|16|2012|37|3|2|41194|41194|0|Sunday|Sun|10|October|Oct|14|2012|41|4|2|41173.0|41173.0|0|Sunday|Sun|9.0|September|Sep|23.0|2012.0|38.0|3.0|2.0|29561|29561|1|Monday|Mon|12|December|Dec|8|1980|50|4|2|45411|45411|3|Wednesday|Wed|5|May|May|1|2024|18|2|1|2|Federal Shipping|(503) 555-9931
158|10306/54|10306|54|5.9|5|0.0|58|ROMEY|1|2012-09-16|2012-10-14|2012-09-23|3|7.56|Romero y tomillo|Gran Vía, 1|Madrid|Southern Europe|28001|Spain|53|Tourtière|25|6|16 pies|7.45|21|0|10|0|68.0|Romero y tomillo|Alejandra Camino|Accounting Manager|Gran Vía, 1|Madrid|Southern Europe|28001|Spain|(91) 745 6200|(91) 745 6210|0|Davolio|Nancy|Sales Representative|Ms.|1980-12-08|2024-05-01|507 - 20th Ave. E. Apt. 2A|Seattle|North America|98122|USA|(206) 555-9857|5467|Unknown Value|Education includes a BA in psychology from Colorado State University in 1970.  She also completed 'The Art of the Cold Call.'  Nancy is a member of Toastmasters International.|2.0|http://accweb/emmployees/davolio.bmp|24|Ma Maison|Jean-Guy Lauzon|Marketing Manager|2960 Rue St. Laurent|Montréal|North America|H1J 1C3|Canada|(514) 555-9022|Unknown Value|Unknown Value|5|Meat/Poultry|Prepared meats|41166|41166|0|Sunday|Sun|9|September|Sep|16|2012|37|3|2|41194|41194|0|Sunday|Sun|10|October|Oct|14|2012|41|4|2|41173.0|41173.0|0|Sunday|Sun|9.0|September|Sep|23.0|2012.0|38.0|3.0|2.0|29561|29561|1|Monday|Mon|12|December|Dec|8|1980|50|4|2|45411|45411|3|Wednesday|Wed|5|May|May|1|2024|18|2|1|2|Federal Shipping|(503) 555-9931
159|10307/62|10307|62|39.4|10|0.0|59|LONEP|2|2012-09-17|2012-10-15|2012-09-25|2|0.56|Lonesome Pine Restaurant|89 Chiaroscuro Rd.|Portland|North America|97219|USA|61|Tarte au sucre|29|3|48 pies|49.3|17|0|0|0|47.0|Lonesome Pine Restaurant|Fran Wilson|Sales Manager|89 Chiaroscuro Rd.|Portland|North America|97219|USA|(503) 555-9573|(503) 555-9646|1|Fuller|Andrew|Vice President, Sales|Dr.|1984-02-19|2024-08-14|908 W. Capital Way|Tacoma|North America|98401|USA|(206) 555-9482|3457|Unknown Value|Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.|-1.0|http://accweb/emmployees/fuller.bmp|28|Forêts d'érables|Chantal Goulet|Accounting Manager|148 rue Chasseur|Ste-Hyacinthe|North America|J2S 7S8|Canada|(514) 555-2955|(514) 555-2921|Unknown Value|2|Confections|Desserts, candies, and sweet breads|41167|41167|1|Monday|Mon|9|September|Sep|17|2012|38|3|2|41195|41195|1|Monday|Mon|10|October|Oct|15|2012|42|4|2|41175.0|41175.0|2|Tuesday|Tue|9.0|September|Sep|25.0|2012.0|39.0|3.0|2.0|30729|30729|0|Sunday|Sun|2|February|Feb|19|1984|7|1|1|45516|45516|3|Wednesday|Wed|8|August|Aug|14|2024|33|3|2|1|United Package|(503) 555-3199
160|10307/68|10307|68|10.0|3|0.0|59|LONEP|2|2012-09-17|2012-10-15|2012-09-25|2|0.56|Lonesome Pine Restaurant|89 Chiaroscuro Rd.|Portland|North America|97219|USA|67|Scottish Longbreads|8|3|10 boxes x 8 pieces|12.5|6|10|15|0|47.0|Lonesome Pine Restaurant|Fran Wilson|Sales Manager|89 Chiaroscuro Rd.|Portland|North America|97219|USA|(503) 555-9573|(503) 555-9646|1|Fuller|Andrew|Vice President, Sales|Dr.|1984-02-19|2024-08-14|908 W. Capital Way|Tacoma|North America|98401|USA|(206) 555-9482|3457|Unknown Value|Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.|-1.0|http://accweb/emmployees/fuller.bmp|7|Specialty Biscuits, Ltd.|Peter Wilson|Sales Representative|29 King's Way|Manchester|British Isles|M14 GSD|UK|(161) 555-4448|Unknown Value|Unknown Value|2|Confections|Desserts, candies, and sweet breads|41167|41167|1|Monday|Mon|9|September|Sep|17|2012|38|3|2|41195|41195|1|Monday|Mon|10|October|Oct|15|2012|42|4|2|41175.0|41175.0|2|Tuesday|Tue|9.0|September|Sep|25.0|2012.0|39.0|3.0|2.0|30729|30729|0|Sunday|Sun|2|February|Feb|19|1984|7|1|1|45516|45516|3|Wednesday|Wed|8|August|Aug|14|2024|33|3|2|1|United Package|(503) 555-3199
161|10308/69|10308|69|28.8|1|0.0|60|ANATR|7|2012-09-18|2012-10-16|2012-09-24|3|1.61|Ana Trujillo Emparedados y helados|Avda. de la Constitución 2222|México D.F.|Central America|05021|Mexico|68|Gudbrandsdalsost|15|4|10 kg pkg.|36.0|26|0|15|0|1.0|Ana Trujillo Emparedados y helados|Ana Trujillo|Owner|Avda. de la Constitución 2222|México D.F.|Central America|05021|Mexico|(5) 555-4729|(5) 555-3745|6|King|Robert|Sales Representative|Mr.|1992-05-29|2026-01-02|Edgeham Hollow Winchester Way|London|British Isles|RG1 9SP|UK|(71) 555-5598|465|Unknown Value|Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan in 1992, the year he joined the company.  After completing a course entitled 'Selling in Europe,' he was transferred to the London office in March 1993.|5.0|http://accweb/emmployees/davolio.bmp|14|Norske Meierier|Beate Vileid|Marketing Manager|Hatlevegen 5|Sandvika|Scandinavia|1320|Norway|(0)2-953010|Unknown Value|Unknown Value|3|Dairy Products|Cheeses|41168|41168|2|Tuesday|Tue|9|September|Sep|18|2012|38|3|2|41196|41196|2|Tuesday|Tue|10|October|Oct|16|2012|42|4|2|41174.0|41174.0|1|Monday|Mon|9.0|September|Sep|24.0|2012.0|39.0|3.0|2.0|33751|33751|5|Friday|Fri|5|May|May|29|1992|22|2|1|46022|46022|5|Friday|Fri|1|January|Jan|2|2026|1|1|1|2|Federal Shipping|(503) 555-9931
162|10308/70|10308|70|12.0|5|0.0|60|ANATR|7|2012-09-18|2012-10-16|2012-09-24|3|1.61|Ana Trujillo Emparedados y helados|Avda. de la Constitución 2222|México D.F.|Central America|05021|Mexico|69|Outback Lager|7|1|24 - 355 ml bottles|15.0|15|10|30|0|1.0|Ana Trujillo Emparedados y helados|Ana Trujillo|Owner|Avda. de la Constitución 2222|México D.F.|Central America|05021|Mexico|(5) 555-4729|(5) 555-3745|6|King|Robert|Sales Representative|Mr.|1992-05-29|2026-01-02|Edgeham Hollow Winchester Way|London|British Isles|RG1 9SP|UK|(71) 555-5598|465|Unknown Value|Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan in 1992, the year he joined the company.  After completing a course entitled 'Selling in Europe,' he was transferred to the London office in March 1993.|5.0|http://accweb/emmployees/davolio.bmp|6|Pavlova, Ltd.|Ian Devling|Marketing Manager|74 Rose St. Moonie Ponds|Melbourne|Victoria|3058|Australia|(03) 444-2343|(03) 444-6588|Unknown Value|0|Beverages|Soft drinks, coffees, teas, beers, and ales|41168|41168|2|Tuesday|Tue|9|September|Sep|18|2012|38|3|2|41196|41196|2|Tuesday|Tue|10|October|Oct|16|2012|42|4|2|41174.0|41174.0|1|Monday|Mon|9.0|September|Sep|24.0|2012.0|39.0|3.0|2.0|33751|33751|5|Friday|Fri|5|May|May|29|1992|22|2|1|46022|46022|5|Friday|Fri|1|January|Jan|2|2026|1|1|1|2|Federal Shipping|(503) 555-9931
163|10309/4|10309|4|17.6|20|0.0|61|HUNGO|3|2012-09-19|2012-10-17|2012-10-23|1|47.3|Hungry Owl All-Night Grocers|8 Johnstown Road|Cork|British Isles|Unknown Value|Ireland|3|Chef Anton's Cajun Seasoning|2|2|48 - 6 oz jars|22.0|53|0|0|0|36.0|Hungry Owl All-Night Grocers|Patricia McKenna|Sales Associate|8 Johnstown Road|Cork|British Isles|Unknown Value|Ireland|2967 542|2967 3333|2|Leverling|Janet|Sales Representative|Ms.|1995-08-30|2024-04-01|722 Moss Bay Blvd.|Kirkland|North America|98033|USA|(206) 555-3412|3355|Unknown Value|Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.|2.0|http://accweb/emmployees/leverling.bmp|1|New Orleans Cajun Delights|Shelley Burke|Order Administrator|P.O. Box 78934|New Orleans|North America|70117|USA|(100) 555-4822|Unknown Value|#CAJUN.HTM#|1|Condiments|Sweet and savory sauces, relishes, spreads, and seasonings|41169|41169|3|Wednesday|Wed|9|September|Sep|19|2012|38|3|2|41197|41197|3|Wednesday|Wed|10|October|Oct|17|2012|42|4|2|41203.0|41203.0|2|Tuesday|Tue|10.0|October|Oct|23.0|2012.0|43.0|4.0|2.0|34939|34939|3|Wednesday|Wed|8|August|Aug|30|1995|35|3|2|45381|45381|1|Monday|Mon|4|April|Apr|1|2024|14|2|1|0|Speedy Express|(503) 555-9831
164|10309/6|10309|6|20.0|30|0.0|61|HUNGO|3|2012-09-19|2012-10-17|2012-10-23|1|47.3|Hungry Owl All-Night Grocers|8 Johnstown Road|Cork|British Isles|Unknown Value|Ireland|5|Grandma's Boysenberry Spread|3|2|12 - 8 oz jars|25.0|120|0|25|0|36.0|Hungry Owl All-Night Grocers|Patricia McKenna|Sales Associate|8 Johnstown Road|Cork|British Isles|Unknown Value|Ireland|2967 542|2967 3333|2|Leverling|Janet|Sales Representative|Ms.|1995-08-30|2024-04-01|722 Moss Bay Blvd.|Kirkland|North America|98033|USA|(206) 555-3412|3355|Unknown Value|Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.|2.0|http://accweb/emmployees/leverling.bmp|2|Grandma Kelly's Homestead|Regina Murphy|Sales Representative|707 Oxford Rd.|Ann Arbor|North America|48104|USA|(313) 555-5735|(313) 555-3349|Unknown Value|1|Condiments|Sweet and savory sauces, relishes, spreads, and seasonings|41169|41169|3|Wednesday|Wed|9|September|Sep|19|2012|38|3|2|41197|41197|3|Wednesday|Wed|10|October|Oct|17|2012|42|4|2|41203.0|41203.0|2|Tuesday|Tue|10.0|October|Oct|23.0|2012.0|43.0|4.0|2.0|34939|34939|3|Wednesday|Wed|8|August|Aug|30|1995|35|3|2|45381|45381|1|Monday|Mon|4|April|Apr|1|2024|14|2|1|0|Speedy Express|(503) 555-9831
165|10309/42|10309|42|11.2|2|0.0|61|HUNGO|3|2012-09-19|2012-10-17|2012-10-23|1|47.3|Hungry Owl All-Night Grocers|8 Johnstown Road|Cork|British Isles|Unknown Value|Ireland|41|Singaporean Hokkien Fried Mee|20|5|32 - 1 kg pkgs.|14.0|26|0|0|1|36.0|Hungry Owl All-Night Grocers|Patricia McKenna|Sales Associate|8 Johnstown Road|Cork|British Isles|Unknown Value|Ireland|2967 542|2967 3333|2|Leverling|Janet|Sales Representative|Ms.|1995-08-30|2024-04-01|722 Moss Bay Blvd.|Kirkland|North America|98033|USA|(206) 555-3412|3355|Unknown Value|Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.|2.0|http://accweb/emmployees/leverling.bmp|19|Leka Trading|Chandra Leka|Owner|471 Serangoon Loop, Suite #402|Singapore|South-East Asia|0512|Singapore|555-8787|Unknown Value|Unknown Value|4|Grains/Cereals|Breads, crackers, pasta, and cereal|41169|41169|3|Wednesday|Wed|9|September|Sep|19|2012|38|3|2|41197|41197|3|Wednesday|Wed|10|October|Oct|17|2012|42|4|2|41203.0|41203.0|2|Tuesday|Tue|10.0|October|Oct|23.0|2012.0|43.0|4.0|2.0|34939|34939|3|Wednesday|Wed|8|August|Aug|30|1995|35|3|2|45381|45381|1|Monday|Mon|4|April|Apr|1|2024|14|2|1|0|Speedy Express|(503) 555-9831
166|10309/43|10309|43|36.8|20|0.0|61|HUNGO|3|2012-09-19|2012-10-17|2012-10-23|1|47.3|Hungry Owl All-Night Grocers|8 Johnstown Road|Cork|British Isles|Unknown Value|Ireland|42|Ipoh Coffee|20|1|16 - 500 g tins|46.0|17|10|25|0|36.0|Hungry Owl All-Night Grocers|Patricia McKenna|Sales Associate|8 Johnstown Road|Cork|British Isles|Unknown Value|Ireland|2967 542|2967 3333|2|Leverling|Janet|Sales Representative|Ms.|1995-08-30|2024-04-01|722 Moss Bay Blvd.|Kirkland|North America|98033|USA|(206) 555-3412|3355|Unknown Value|Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.|2.0|http://accweb/emmployees/leverling.bmp|19|Leka Trading|Chandra Leka|Owner|471 Serangoon Loop, Suite #402|Singapore|South-East Asia|0512|Singapore|555-8787|Unknown Value|Unknown Value|0|Beverages|Soft drinks, coffees, teas, beers, and ales|41169|41169|3|Wednesday|Wed|9|September|Sep|19|2012|38|3|2|41197|41197|3|Wednesday|Wed|10|October|Oct|17|2012|42|4|2|41203.0|41203.0|2|Tuesday|Tue|10.0|October|Oct|23.0|2012.0|43.0|4.0|2.0|34939|34939|3|Wednesday|Wed|8|August|Aug|30|1995|35|3|2|45381|45381|1|Monday|Mon|4|April|Apr|1|2024|14|2|1|0|Speedy Express|(503) 555-9831
